Kingdom	Phylum	Class	Order	Family	Genus
ASV_21401	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_21402	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc
ASV_21403	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014
ASV_21404	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_21405	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-002
ASV_21406	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus_1
ASV_21407	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_21408	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae_UCG-006
ASV_21409	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014
ASV_21410	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_21411	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_21412	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
ASV_21413	Bacteria	Firmicutes	Bacilli	Lactobacillales	NA	NA
ASV_21414	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_21415	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae_R-7_group
ASV_21416	Bacteria	Firmicutes	NA	NA	NA	NA
ASV_21417	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae_R-7_group
ASV_21418	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Marvinbryantia
ASV_21419	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014
ASV_21420	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Butyricicoccus
ASV_21421	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF9	NA	NA
ASV_21422	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014
ASV_21423	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF9	NA	NA
ASV_21424	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_21425	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus_2
ASV_21426	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus_1
ASV_21427	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
ASV_21428	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_21429	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus_2
ASV_21430	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae_R-7_group
ASV_21431	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_21432	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA
ASV_21433	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-002
ASV_21434	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	NA
ASV_21435	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF9	NA	NA
ASV_21436	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae_R-7_group
ASV_21437	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_21438	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae_R-7_group
ASV_21439	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF9	NA	NA
ASV_21440	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae_R-7_group
ASV_21441	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_21442	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae_R-7_group
ASV_21443	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	NA
ASV_21444	Bacteria	Bacteroidetes	NA	NA	NA	NA
ASV_21445	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9
ASV_21446	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Parasporobacterium
ASV_21447	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum
ASV_21448	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA
ASV_21449	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum
ASV_21450	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Howardella
ASV_21451	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister
ASV_21452	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_21453	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF9	NA	NA
ASV_21454	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_21455	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum
ASV_21456	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9
ASV_21457	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	NA
ASV_21458	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_21459	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum
ASV_21460	Bacteria	NA	NA	NA	NA	NA
ASV_21461	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_21462	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	NA
ASV_21463	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-005
ASV_21464	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-010
ASV_21465	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum
ASV_21466	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
ASV_21467	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae_UCG-004
ASV_21468	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	NA
ASV_21469	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum
ASV_21470	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_21471	Bacteria	Bacteroidetes	NA	NA	NA	NA
ASV_21472	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum
ASV_21473	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	NA
ASV_21474	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_NK4A214_group
ASV_21475	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_21476	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
ASV_21477	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus
ASV_21478	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_21479	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_21480	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae_R-7_group
ASV_21481	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_21482	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_21483	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_21484	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_21485	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_21486	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus_1
ASV_21487	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9
ASV_21488	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-010
ASV_21489	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF9	NA	NA
ASV_21490	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemanella
ASV_21491	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9
ASV_21492	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemanella
ASV_21493	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9
ASV_21494	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	NA
ASV_21495	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF9	NA	NA
ASV_21496	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9
ASV_21497	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_21498	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9
ASV_21499	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
ASV_21500	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_21501	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-002
ASV_21502	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF9	NA	NA
ASV_21503	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014
ASV_21504	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014
ASV_21505	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9
ASV_21506	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	NA
ASV_21507	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae_R-7_group
ASV_21508	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF9	NA	NA
ASV_21509	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014
ASV_21510	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA
ASV_21511	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF9	NA	NA
ASV_21512	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_21513	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF9	NA	NA
ASV_21514	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_21515	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae_R-7_group
ASV_21516	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_21517	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_21518	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF9	NA	NA
ASV_21519	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_21520	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA
ASV_21521	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014
ASV_21522	Bacteria	Bacteroidetes	NA	NA	NA	NA
ASV_21523	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_21524	Bacteria	NA	NA	NA	NA	NA
ASV_21525	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_21526	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
ASV_21527	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides
ASV_21528	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_NK4A214_group
ASV_21529	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
ASV_21530	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_21531	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_21532	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister
ASV_21533	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister
ASV_21534	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus
ASV_21535	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister
ASV_21536	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA
ASV_21537	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-002
ASV_21538	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus_2
ASV_21539	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA
ASV_21540	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Allisonella
ASV_21541	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	NA
ASV_21542	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
ASV_21543	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-002
ASV_21544	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister
ASV_21545	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_21546	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Acidaminococcus
ASV_21547	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_21548	Bacteria	NA	NA	NA	NA	NA
ASV_21549	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Allisonella
ASV_21550	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister
ASV_21551	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_NK4A214_group
ASV_21552	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_21553	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
ASV_21554	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium_6
ASV_21555	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_21556	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_21557	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_21558	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae_R-7_group
ASV_21559	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-010
ASV_21560	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium_9
ASV_21561	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
ASV_21562	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
ASV_21563	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum
ASV_21564	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_21565	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
ASV_21566	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_NK4A214_group
ASV_21567	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_UCG-010
ASV_21568	Bacteria	Bacteroidetes	NA	NA	NA	NA
ASV_21569	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA
ASV_21570	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
ASV_21571	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_21572	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA
ASV_21573	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
ASV_21574	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus_2
ASV_21575	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
ASV_21576	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_21577	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_21578	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_21579	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-002
ASV_21580	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium_5
ASV_21581	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus_2
ASV_21582	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium_9
ASV_21583	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
ASV_21584	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_21585	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_21586	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-002
ASV_21587	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_21588	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_21589	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_21590	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_21591	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus_2
ASV_21592	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_21593	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA
ASV_21594	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister
ASV_21595	Bacteria	NA	NA	NA	NA	NA
ASV_21596	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-002
ASV_21597	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA
ASV_21598	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
ASV_21599	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_21600	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_21601	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_21602	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister
ASV_21603	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum
ASV_21604	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_21605	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_21606	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_21607	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_21608	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister
ASV_21609	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira
ASV_21610	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Flavonifractor
ASV_21611	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_21612	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_21613	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_21614	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_21615	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Candidatus_Soleaferrea
ASV_21616	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_21617	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_21618	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister
ASV_21619	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_21620	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-005
ASV_21621	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-005
ASV_21622	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospira
ASV_21623	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_21624	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_21625	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_21626	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospira
ASV_21627	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_NK4A214_group
ASV_21628	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospira
ASV_21629	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Acetanaerobacterium
ASV_21630	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Parasutterella
ASV_21631	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_NK4A214_group
ASV_21632	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
ASV_21633	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_21634	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_21635	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium_5
ASV_21636	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_21637	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_21638	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_21639	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_21640	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_21641	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
ASV_21642	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-002
ASV_21643	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_21644	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Barnesiella
ASV_21645	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_21646	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_21647	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-008
ASV_21648	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_21649	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_21650	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_21651	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-005
ASV_21652	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_21653	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
ASV_21654	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA
ASV_21655	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella
ASV_21656	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_UCG-003
ASV_21657	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9
ASV_21658	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9
ASV_21659	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Candidatus_Soleaferrea
ASV_21660	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-005
ASV_21661	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9
ASV_21662	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Mitsuokella
ASV_21663	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella
ASV_21664	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Allisonella
ASV_21665	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9
ASV_21666	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Catenibacterium
ASV_21667	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_21668	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-002
ASV_21669	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_21670	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_21671	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_21672	Bacteria	Cyanobacteria	Melainabacteria	Gastranaerophilales	NA	NA
ASV_21673	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
